date,year,type,country,area,location,activity,sex,age,injury,fatal (y/n),species,month,sex_count,hemisphere,season_hemisphere
Dec,2007,Invalid,AUSTRALIA,New South Wales,Bondi ,Swimming,M,34,Lacerations to left forearm,,Not a shark attack; it was a hoax,Dec,1.0,South Hemisphere,summer
Dec,2007,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",Surfing,M,52,"No injury, shark bit surfboard ",N,Tiger shark,Dec,1.0,North Hemisphere,winter
Dec,2007,Unprovoked,BRAZIL,Pernambuco,Itamaracá,Removing fish from a trap,M,28,20 cm injury to left foot,N,2.27 m shark,Dec,1.0,South Hemisphere,summer
Nov,2007,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,Fishing,M,32,Minor injury to finger by netted shark PROVOKED INCIDENT,N,reef shark,Nov,1.0,South Hemisphere,spring
Nov,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,M,14,Lacerations to feet,N,1.5 to 2 m shark,Nov,1.0,South Hemisphere,spring
Nov,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cut to right knee,N,4' to 5' shark,Nov,1.0,North Hemisphere,autumn
Nov,2007,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,42,Lacerations to right leg,N,5' shark,Nov,1.0,North Hemisphere,autumn
Nov,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,M,37,Lacerations to thigh,N,"White shark, 3m to 4m",Nov,1.0,South Hemisphere,spring
Oct,2007,Unprovoked,USA,Hawaii,"Wailea, Maui",Floating,M,32,Lacerations to left lower leg,N,Tiger shark,Oct,1.0,North Hemisphere,autumn
Oct,2007,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,F,52,small laceration to wrist,N,"White shark, 2.5m ",Oct,0.0,South Hemisphere,spring
Oct,2007,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,Spearfishing,M,31,Laceration to calf,N,Bronze whaler shark,Oct,1.0,South Hemisphere,spring
Oct,2007,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,M,22,4 scratches on left hand,N,3' to 4' shark,Oct,1.0,North Hemisphere,autumn
Oct,2007,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,16,Severe lacerations to right hand,N,"Blacktip shark, 5'",Oct,1.0,North Hemisphere,autumn
Sep,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",Swimming,F,23,FATAL,Y,Tiger shark,Sep,0.0,South Hemisphere,spring
Sep,2007,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,Spearfishing,F,48,Thigh bitten,N,Caribbean reef shark,Sep,0.0,North Hemisphere,autumn
Sep,2007,Unprovoked,EGYPT,Red Sea,Daedalus Reef ,Swimming,F,18,"Severe lacerations to lower left leg, ankle and foot",N,Oceanic whitetip sharks were in the vicinity,Sep,0.0,South Hemisphere,spring
Sep,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Small lacerations to bottom of right big toe,N,3' shark,Sep,1.0,North Hemisphere,autumn
Sep,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading?,M,56,Laceration to right heel,N,,Sep,1.0,North Hemisphere,autumn
Sep,2007,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Snorkeling,M,14,"Minor injury, shark latched onto his abdomen",N,"Nurse shark, 2' to 3' ",Sep,1.0,North Hemisphere,autumn
Sep,2007,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Wading,F,58,Puncture wounds & 2-inch laceration to calf,N,,Sep,0.0,North Hemisphere,autumn
Sep,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,36,Laceration to right big toe,N,,Sep,0.0,North Hemisphere,autumn
Sep,2007,Unprovoked,USA,South Carolina,Sullivan's Island,Standing,M,15,Lacerations to left calf and both feet ,N,,Sep,1.0,North Hemisphere,autumn
Sep,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Jumping,F,12,Tiny punctures to arm,N,"18"" to 24"" shark",Sep,0.0,North Hemisphere,autumn
Sep,2007,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,58,"3"" laceration to left forearm",N,Possibly a spinner shark,Sep,1.0,North Hemisphere,autumn
Aug,2007,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Body boarding,M,15,Laceration to right heel,N,"Tiger shark, 10' to 12' ",Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,24,Lacerations to thigh & torso,N,"White shark, 12'",Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,54,Left hand  bitten,N,3' shark,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27, 6 lacerations to left hand,N,3' shark,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,M,52,Torso bitten,N,,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot bitten,N,4' to 5' shark,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,M,7,Right calf bitten,N,,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,M,20,Puncture wounds to torso,N,Possibly a 6' bull shark,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,15,"Minor injury, small lacerations to right foot",N, ,Aug,0.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,19,"Minor injury, lacerations to left ankle & foot ",N,,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,30,Lacerations to right foot,N,,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Boogie Boarding,M,9,Lacerations to lower leg & ankle,N,,Aug,1.0,North Hemisphere,summer
Aug,2007,Unprovoked,USA,Florida,"Islamorada, Monroe County",Jumped into the water,F,19,Lacerations to arm,N,Possibly a 10' bull shark,Aug,0.0,North Hemisphere,summer
Jul,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,51,Minor injury to shoulder,N,,Jul,1.0,North Hemisphere,summer
Jul,2007,Unprovoked,USA,California,"Imperial Beach, San Diego County",Surfing,M,20,"No injury, shark bit surfboard",N,,Jul,1.0,North Hemisphere,summer
Jul,2007,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, Oahu",Snorkeling,M,36,Left calf severely bitten,N, ,Jul,1.0,North Hemisphere,summer
Jul,2007,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,Wading,M,15,Calf bitten,N,"Bronze whaler shark, 1.5 m ",Jul,1.0,South Hemisphere,winter
Jul,2007,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",Swimming,M,14,Right calf bitten,N,2' to 3' shark,Jul,1.0,North Hemisphere,summer
Jul,2007,Provoked,NORWAY,Oslo Fjord,Sjøstrand,Scuba diving,M,48,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,"3' small spotted catshark, Scyliorhinus canicula",Jul,1.0,North Hemisphere,summer
Jul,2007,Invalid,USA,California,"Faria Beach, Ventura County",Swimming,F,43,Foot injured. Shark involvment uncomfirmed,,Shark involvement not confirmed,Jul,0.0,North Hemisphere,summer
Jul,2007,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",Wading,F,30,Lacerations to right thigh & left foot,N,5' shark,Jul,0.0,North Hemisphere,summer
Jul,2007,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,Spearfishing,F,48,"Lacerations to thumb, ring and pinky fingers of right hand ",N,"Bull shark, 5' ",Jul,0.0,North Hemisphere,summer
Jul,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,Right foot bitten,N,,Jul,1.0,North Hemisphere,summer
Jul,2007,Unprovoked,REUNION,,Boucan Canot,Body boarding,M,17,Minor injuries to thigh & knee ,N,2 m shark,Jul,1.0,,
Jun,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,6 to 8 puncture wounds to right hand,N,4' shark,Jun,1.0,North Hemisphere,summer
Jun,2007,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,F,9,Superficial injuries to upper leg may have been caused by surfboard fin,,Shark involvement not confirmed,Jun,0.0,North Hemisphere,summer
May,2007,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",Reviving a sedated shark,F,40,Left shin bitten by captive shark PROVOKED INCIDENT,N,A 10-year-old 94-pound pregnant blacktip reef shark,May,0.0,North Hemisphere,spring
May,2007,Provoked,ENGLAND,Kent,Folkestone,Fishing,M,38,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",May,1.0,North Hemisphere,spring
May,2007,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",Wading,F,38,Left heel & calf bitten,N,2.5 m shark,May,0.0,South Hemisphere,autumn
May,2007,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Surfing,M,19,"No injury, shark's fin caught his leg",N,10' shark,May,1.0,South Hemisphere,autumn
May,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,Knee bitten,N,4' to 5' shark,May,0.0,North Hemisphere,spring
May,2007,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,Swimming,M,45,Shark involvement prior to death unconfirmed,,Shark involvement prior to death was not confirmed,May,1.0,South Hemisphere,autumn
May,2007,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Snorkeling,F,63,Right foot bitten,N,"Tiger shark, 14' ",May,0.0,North Hemisphere,spring
May,2007,Unprovoked,USA,Florida,Naples,Swimming,M,68,Circular bite on left thigh,N,6' to 8' shark,May,1.0,North Hemisphere,spring
Apr,2007,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,F,13,Lower leg & foot injured,N,"""a small shark""",Apr,0.0,South Hemisphere,autumn
Apr,2007,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,M,12,Left foot bitten,N,blacktip or spinner shark,Apr,1.0,North Hemisphere,spring
Apr,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Lacerations to left index finger & thumb ,N,3' to 4' shark,Apr,1.0,North Hemisphere,spring
Apr,2007,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,Surfing,M,26,Left foot bitten,N,Tiger shark,Apr,1.0,South Hemisphere,autumn
Apr,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,M,7,Lacerations & puncture wounds to right calf,N,,Apr,1.0,North Hemisphere,spring
Mar,2007,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27,Lacerations to right ankle ,N,3' shark,Mar,1.0,North Hemisphere,spring
Mar,2007,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",,M,9,Minor cuts to right buttock & thigh,N,,Mar,1.0,North Hemisphere,spring
Mar,2007,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,M,11,Punctures & lacerations to right calf & calf,N,4' to 5' shark,Mar,1.0,North Hemisphere,spring
Mar,2007,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,Surfing,F,42,Lacerations to 3 fingers of left hand ,N,1.5 m shark,Mar,0.0,South Hemisphere,autumn
Mar,2007,Unprovoked,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,2 to 2.5 m shark,Mar,0.0,South Hemisphere,autumn
Mar,2007,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,29,Lacerations to right forearm & hand,N,,Mar,1.0,North Hemisphere,spring
Mar,2007,Provoked,NEW ZEALAND,Cook islans,Penhryn Island,Spearfishing,M,16,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N,Tiger shark,Mar,1.0,South Hemisphere,autumn
Feb,2007,Invalid,COSTA RICA,,,Swimming,M,36,Death due to drowning. Shark bite may have been postmortem,,Shark involvement prior to death was not confirmed,Feb,1.0,North Hemisphere,winter
Feb,2007,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Boogie Boarding,M,26,Lacerations to  lower left leg & ankle ,N,,Feb,1.0,South Hemisphere,summer
Jan,2007,Unprovoked,NEW CALEDONIA,North Province,Kaala-Gomen ,Spearfishing (free diving),M,30,Leg bitten,N,Tiger shark,Jan,1.0,South Hemisphere,summer
Jan,2007,Unprovoked,AUSTRALIA,New South Wales,Cape Howe,Diving,M,41,Head & torso bitten,N,"White shark, 3m",Jan,1.0,South Hemisphere,summer
Jan,2007,Invalid,AUSTRALIA,New South Wales,Brunswick Heads,Swimming,M,20,Shark involvement prior to death unconfirmed,,Shark involvement prior to death was not confirmed,Jan,1.0,South Hemisphere,summer
Jan,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,M,24,"Presumed FATAL, body not recovered",Y,Tiger shark,Jan,1.0,South Hemisphere,summer
Jan,2007,Invalid,USA,New York,"Smith Point, Long Island",Surfing,M,54,No injury,,"24"" to 30"" shark",Jan,1.0,North Hemisphere,winter
Jan,2007,Unprovoked,USA,Hawaii,"Majors Bay, Kaua'i",Surfing,M,24,"No injury, shark removed piece of surfboard",N,"6' to 8' shark, possibly a tiger shark",Jan,1.0,North Hemisphere,winter
Dec,2006,Unprovoked,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,M,25,Left leg bitten,N,2.5 to 3 m shark,Dec,1.0,South Hemisphere,summer
Dec,2006,Unprovoked,NEW ZEALAND,North Island,"Raglan, Manu Bay",Surfing,M,10,Foot bitten,N,2 to 3 m shark,Dec,1.0,South Hemisphere,summer
Dec,2006,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,43,"Minor injuries, surfboard bitten",N,"White shark, 12' to 15' ",Dec,1.0,North Hemisphere,winter
Dec,2006,Provoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Fishing,M,25,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,"Raggedtooth shark, 150-kg",Dec,1.0,South Hemisphere,summer
Dec,2006,Unprovoked,AUSTRALIA,Western Australia,Wharton Beach,Body boarding,M,15,"Right leg severed, left leg lacerated",N,"White shark, 5m ",Dec,1.0,South Hemisphere,summer
Nov,2006,Unprovoked,USA,Hawaii,"Kihei, Maui",Swimming,M,29,Laceration to left thigh & left hand,N,2 m to 3 m shark,Nov,1.0,North Hemisphere,autumn
Oct,2006,Unprovoked,USA,Oregon,"Siletz River mouth, Lincoln County",Surfing,M,22,"No injury, surfboard bitten",N,"White shark, 16' ",Oct,1.0,North Hemisphere,autumn
Oct,2006,Unprovoked,USA,Florida,Sebastian Inlet,Fishing,M,15,Lower right leg and foot bitten,N,,Oct,1.0,North Hemisphere,autumn
Oct,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,20,Left ankle bitten,N,,Oct,1.0,North Hemisphere,autumn
Oct,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,M,18,Lacerations to foot,N,3' to 3.5' shark,Oct,1.0,North Hemisphere,autumn
Sep,2006,Invalid,SOUTH AFRICA,Western Cape Province,Miller's Point,Spearfishing,M,36,No injury; 4m white shark made a threat display,,Invalid,Sep,1.0,South Hemisphere,spring
Sep,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Big toe bitten,N,,Sep,1.0,North Hemisphere,autumn
Sep,2006,Unprovoked,USA,North Carolina,Onslow Beach,Surfing,M,16,Laceration to left thigh,N,,Sep,1.0,North Hemisphere,autumn
Sep,2006,Unprovoked,USA,Florida,"Singer Island, Riviera Beach",Swimming,M,55,Minor injury to left hand,N,Spinner shark,Sep,1.0,North Hemisphere,autumn
Sep,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Left torso grazed,N,5' shark,Sep,1.0,North Hemisphere,autumn
Sep,2006,Invalid,AUSTRALIA,Queensland,Great Barrier Reef  ,Diving,M,44,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",,No shark involvement,Sep,1.0,South Hemisphere,spring
Sep,2006,Unprovoked,BRAZIL,,,,M,20,FATAL,Y,,Sep,1.0,South Hemisphere,spring
Sep,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,33,Puncture wounds and cuts to right thigh,N,3' shark,Sep,1.0,North Hemisphere,autumn
Sep,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,12,Arm bitten,N,,Sep,1.0,North Hemisphere,autumn
Sep,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,37,"No injury, shark rammed surfboard",N,"White shark, 3.5m ",Sep,1.0,South Hemisphere,spring
Aug,2006,Unprovoked,USA,Oregon,"Florence, Lane County",Surfing,M,23,Laceration & puncture wounds to foot,N,,Aug,1.0,North Hemisphere,summer
Aug,2006,Unprovoked,REUNION,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,M,27,Laceration to right calf & heel,N,,Aug,1.0,,
Aug,2006,Invalid,BRAZIL,Pernambuco,Pina,,M,17,Shark bites may have been post mortem,,Shark involvement prior to death was not confirmed,Aug,1.0,South Hemisphere,winter
Aug,2006,Invalid,BELIZE,Ambergris Caye,Near Ramon's Village,Spearfishing,M,34,Shark involvement prior to death not confirmed,,Shark involvement prior to death was not confirmed,Aug,1.0,North Hemisphere,summer
Aug,2006,Unprovoked,REUNION,Saint-Pierre,Pointe du Diable,Surfing,M,34,FATAL,Y,,Aug,1.0,,
Aug,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,M,24,Foot severed,N,White shark,Aug,1.0,South Hemisphere,winter
Jul,2006,Unprovoked,USA,Oregon,Oswald State Park,Surfing,M,41,Minor injury,N,White shark?,Jul,1.0,North Hemisphere,summer
Jul,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,15,Foot bitten,N,,Jul,1.0,North Hemisphere,summer
Jul,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Fish Hoek,Surf-skiing,M,19,"No injury, surf ski bitten",N,"White shark, 3m to 4m",Jul,1.0,South Hemisphere,winter
Jul,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor lacerations to right foot,N, ,Jul,1.0,North Hemisphere,summer
Jul,2006,Unprovoked,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,49,Left ankle & foot bitten,N,"Angel shark, 1.2m ",Jul,1.0,North Hemisphere,summer
Jul,2006,Invalid,SPAIN,Alicante,San Juan Beach  ,Swimming,F,7,Hand & wrist severely bitten,,"Shark involvement not confirmed, injury may have been caused by a bluefish",Jul,0.0,North Hemisphere,summer
Jul,2006,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,F,21,Ankle & foot bitten,N,,Jul,0.0,North Hemisphere,summer
Jul,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Dorsum of left foot bitten,N,,Jul,1.0,North Hemisphere,summer
Jul,2006,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,11,Lower leg & ankle bitten,N,,Jul,1.0,North Hemisphere,summer
Jul,2006,Unprovoked,USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14,Foot bitten,N,5' to 6' spinner or bull shark,Jul,0.0,North Hemisphere,summer
Jul,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,13,Right calf bitten,N,,Jul,1.0,North Hemisphere,summer
Jun,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,9,Right calf bitten,N,,Jun,0.0,North Hemisphere,summer
Jun,2006,Unprovoked,BAHAMAS,Andros Islands,Mangrove Cay,Spearfishing,M,25,Right arm severely bitten,N,,Jun,1.0,North Hemisphere,summer
Jun,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,2-inch puncture wounds on right foot,N,Possibly a 1' to 3' blacktip or spinner shark,Jun,0.0,North Hemisphere,summer
Jun,2006,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,27,Left thigh bitten FATAL,Y,,Jun,1.0,South Hemisphere,winter
Jun,2006,Unprovoked,USA,California,"Monterey, Monterey County",Scuba diving,M,43,"No injury, shark bit scuba tank boot",N,,Jun,1.0,North Hemisphere,summer
Jun,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Four 1-inch puncture wounds on left foot ,N,2' to 3' shark,Jun,1.0,North Hemisphere,summer
Jun,2006,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,Lacerations & puncture wounds to left foot & buttocks,N,3' to 4' shark,Jun,0.0,North Hemisphere,summer
Jun,2006,Unprovoked,AUSTRALIA,South Australia,Waitpinga,Surfing,M,40,"No injury, knocked off surfboard",N,14' white shark,Jun,1.0,South Hemisphere,winter
May,2006,Unprovoked,USA,Hawaii,O'ahu,Spearfishing,M,26,"4"" laceration to left forearm",N,"Tiger shark, 8' to 12'",May,1.0,North Hemisphere,spring
May,2006,Unprovoked,USA,Hawaii,"North Shore, O'ahu",Surfing,M,31,"No injury, shark bumped surfboard",N,,May,1.0,North Hemisphere,spring
May,2006,Provoked,USA,Hawaii,Lanai,Spearfishing,M,15,Knee bitten after diver poked shark PROVOKED INCIDENT,N,"Grey reef shark, 5' to 8' ",May,1.0,North Hemisphere,spring
